row_id,step,type,branch,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,unusuallogin,acct_type,time_of_day,day_of_week,actual_fraud,predicted_fraud,fraud_probability
1600,1,PAYMENT,Italia,2357.63,887.0,0.0,0.0,0.0,12,Savings,Morning,4.0,0,0,2e-06
1601,1,PAYMENT,India,9021.44,1536.0,0.0,0.0,0.0,20,Savings,Morning,6.0,0,0,3e-06
1602,1,PAYMENT,India,14546.65,6120.0,0.0,0.0,0.0,19,Savings,Morning,1.0,0,0,4e-06
1603,1,PAYMENT,Canada,5805.93,2158.0,0.0,0.0,0.0,16,Savings,Morning,5.0,0,0,4e-06
1604,1,PAYMENT,Italia,5965.13,232.0,0.0,0.0,0.0,17,Savings,Morning,5.0,0,0,2e-06
1605,1,PAYMENT,Austria,1522.55,1013.0,0.0,0.0,0.0,2,Savings,Morning,6.0,0,0,6e-06
1606,1,PAYMENT,Alemania,2550.35,2194.0,0.0,0.0,0.0,19,Savings,Morning,1.0,0,0,5e-06
1607,1,PAYMENT,Dinamarca,16085.74,13539.0,0.0,0.0,0.0,17,Savings,Morning,3.0,0,0,0.004379
1608,1,PAYMENT,Paises Bajos,885.95,588.0,0.0,0.0,0.0,7,Savings,Morning,5.0,0,0,1e-06
1609,1,PAYMENT,Italia,3504.75,207.0,0.0,0.0,0.0,14,Savings,Morning,7.0,0,0,1e-06
1610,1,PAYMENT,Arabia Saudi,12040.95,5076.0,0.0,0.0,0.0,9,Savings,Morning,3.0,0,0,5e-06
1611,1,PAYMENT,Tailandia,23430.56,10565.78,0.0,0.0,0.0,13,Savings,Morning,1.0,0,0,8e-06
1612,1,PAYMENT,Irak,952.08,170.0,0.0,0.0,0.0,15,Savings,Morning,7.0,0,0,1e-06
1613,1,PAYMENT,Australia,11608.18,290.0,0.0,0.0,0.0,8,Savings,Morning,3.0,0,0,3e-06
1614,1,PAYMENT,Pakistan,4975.75,2415.16,0.0,0.0,0.0,12,Savings,Morning,5.0,0,0,2e-06
1615,1,PAYMENT,Senegal,3904.44,1595.0,0.0,0.0,0.0,17,Savings,Morning,1.0,0,0,4e-06
1616,2,PAYMENT,Republica Dominicana,4700.07,4115.0,0.0,0.0,0.0,10,Savings,Morning,1.0,0,0,7e-06
1617,2,PAYMENT,Guatemala,18062.09,10788.0,0.0,0.0,0.0,20,Savings,Morning,5.0,0,0,0.000244
1618,2,PAYMENT,Reino Unido,10324.3,5809.12,0.0,0.0,0.0,14,Savings,Morning,6.0,0,0,5e-06
1619,2,PAYMENT,Francia,10693.28,1881.12,0.0,0.0,0.0,10,Savings,Morning,3.0,0,0,5e-06
1620,2,PAYMENT,Honduras,5567.54,3907.52,0.0,0.0,0.0,18,Savings,Morning,2.0,0,0,1.4e-05
1621,2,PAYMENT,Brasil,7182.0,4534.0,0.0,0.0,0.0,10,Savings,Morning,6.0,0,0,1.2e-05
1622,2,PAYMENT,Trinidad y Tobago,12786.76,155.0,0.0,0.0,0.0,11,Savings,Morning,5.0,0,0,2e-06
1623,2,PAYMENT,Mexico,4481.54,126.0,0.0,0.0,0.0,5,Savings,Morning,1.0,0,0,3e-06
1624,2,PAYMENT,India,3293.28,681.0,0.0,0.0,0.0,10,Savings,Morning,6.0,0,0,1e-06
1625,2,PAYMENT,China,21394.15,11161.0,0.0,0.0,0.0,8,Savings,Morning,3.0,0,0,0.000112
1626,2,PAYMENT,Mexico,12475.89,5483.37,0.0,0.0,0.0,12,Savings,Morning,3.0,0,0,3e-06
1627,2,PAYMENT,Nicaragua,5975.88,1168.0,0.0,0.0,0.0,19,Savings,Morning,2.0,0,0,2e-06
1628,2,PAYMENT,Republica Dominicana,46256.91,969.51,0.0,0.0,0.0,4,Savings,Morning,3.0,0,0,7e-06
1629,2,PAYMENT,Corea del Sur,873.3,123.0,0.0,0.0,0.0,16,Savings,Morning,4.0,0,0,4e-06
1630,2,PAYMENT,Filipinas,2362.45,119.0,0.0,0.0,0.0,9,Savings,Morning,4.0,0,0,4e-06
1631,3,PAYMENT,India,1094.13,142.0,0.0,0.0,0.0,16,Savings,Morning,2.0,0,0,1e-05
1632,3,PAYMENT,Italia,17694.76,453.0,0.0,0.0,0.0,5,Savings,Morning,2.0,0,0,1.1e-05
1633,3,PAYMENT,Reino Unido,1651.39,400.0,0.0,0.0,0.0,8,Savings,Morning,5.0,0,0,8e-06
1634,3,PAYMENT,Francia,27475.78,1084.0,0.0,0.0,0.0,3,Savings,Morning,7.0,0,0,2e-06
1635,3,PAYMENT,Suecia,32907.19,12517.0,0.0,0.0,0.0,13,Savings,Morning,4.0,0,0,0.000537
1636,3,PAYMENT,Guatemala,5115.77,1789.0,0.0,0.0,0.0,16,Savings,Morning,7.0,0,0,1e-05
1637,3,PAYMENT,Australia,1695.2,227.0,0.0,0.0,0.0,20,Savings,Morning,5.0,0,0,1e-05
1638,3,PAYMENT,Tailandia,14146.46,150.0,0.0,0.0,0.0,4,Savings,Morning,6.0,0,0,5e-06
1639,3,PAYMENT,China,20670.84,5597.0,0.0,0.0,0.0,16,Savings,Morning,6.0,0,0,2.1e-05
1640,3,PAYMENT,Australia,6573.52,4921.0,0.0,0.0,0.0,13,Savings,Morning,4.0,0,0,0.000111
1641,3,PAYMENT,Malasia,28899.92,186.0,0.0,0.0,0.0,19,Savings,Morning,5.0,0,0,3e-06
1642,3,PAYMENT,Singapur,9768.07,5198.0,0.0,0.0,0.0,8,Savings,Morning,3.0,0,0,3.2e-05
1643,3,PAYMENT,Indonesia,1828.21,2.0,0.0,0.0,0.0,10,Savings,Morning,5.0,0,0,9e-06
1644,3,PAYMENT,India,2688.52,1070.0,0.0,0.0,0.0,10,Savings,Morning,6.0,0,0,6e-06
1645,4,PAYMENT,Australia,423.65,196.0,0.0,0.0,0.0,10,Savings,Morning,5.0,0,0,1.8e-05
1646,4,PAYMENT,Nicaragua,3455.87,168.0,0.0,0.0,0.0,14,Savings,Morning,5.0,0,0,1.3e-05
1647,4,PAYMENT,Argentina,2801.24,192.0,0.0,0.0,0.0,10,Savings,Morning,7.0,0,0,1.2e-05
1648,4,PAYMENT,Argentina,4303.63,2923.05,0.0,0.0,0.0,17,Savings,Morning,4.0,0,0,0.000105
1649,5,PAYMENT,Honduras,3728.76,1873.0,0.0,0.0,0.0,16,Savings,Morning,5.0,0,0,2.6e-05
1650,5,PAYMENT,Honduras,28965.75,4651.05,0.0,0.0,0.0,7,Savings,Morning,4.0,0,0,7.3e-05
1651,5,PAYMENT,Irak,26074.81,5014.31,0.0,0.0,0.0,6,Savings,Morning,7.0,0,0,3.3e-05
1652,5,PAYMENT,Hong Kong,4303.39,463.0,0.0,0.0,0.0,14,Savings,Morning,2.0,0,0,1.8e-05
1653,5,PAYMENT,Australia,11691.84,4388.54,0.0,0.0,0.0,11,Savings,Morning,5.0,0,0,7.8e-05
1654,5,PAYMENT,Espana,1574.63,737.0,0.0,0.0,0.0,8,Savings,Morning,5.0,0,0,1.6e-05
1655,5,PAYMENT,Reino Unido,3143.95,779.0,0.0,0.0,0.0,19,Savings,Morning,5.0,0,0,1.2e-05
1656,5,PAYMENT,Rusia,40156.69,6190.88,0.0,0.0,0.0,17,Savings,Morning,6.0,0,0,4e-06
1657,5,PAYMENT,Francia,360.38,328.0,0.0,0.0,0.0,3,Savings,Morning,6.0,0,0,9e-06
1658,5,PAYMENT,Francia,7002.74,4103.0,0.0,0.0,0.0,13,Savings,Morning,6.0,0,0,8.1e-05
1659,5,PAYMENT,Cuba,6678.65,121.0,0.0,0.0,0.0,17,Savings,Morning,5.0,0,0,1.7e-05
1660,5,PAYMENT,Republica Dominicana,20563.52,9437.19,0.0,0.0,0.0,4,Savings,Morning,2.0,0,0,0.001846
1661,5,PAYMENT,Mexico,5909.55,575.0,0.0,0.0,0.0,5,Savings,Morning,7.0,0,0,8e-06
1662,5,PAYMENT,Mexico,972.33,118.0,0.0,0.0,0.0,20,Savings,Morning,5.0,0,0,1.2e-05
1663,5,PAYMENT,Honduras,2057.11,362.0,0.0,0.0,0.0,9,Savings,Morning,6.0,0,0,1e-05
1664,5,PAYMENT,Iran,3897.56,3881.0,0.0,0.0,0.0,7,Savings,Morning,5.0,0,0,0.00025
1665,5,PAYMENT,Turquia,4103.27,217.0,0.0,0.0,0.0,18,Savings,Morning,4.0,0,0,1.8e-05
1666,6,PAYMENT,China,5393.37,567.0,0.0,0.0,0.0,19,Savings,Morning,3.0,0,0,1.2e-05
1667,6,PAYMENT,Indonesia,18726.7,542.0,0.0,0.0,0.0,12,Savings,Morning,6.0,0,0,7e-06
1668,6,PAYMENT,Alemania,20206.61,10494.0,0.0,0.0,0.0,14,Savings,Morning,5.0,0,0,0.000262
1669,6,PAYMENT,Alemania,11184.15,5027.0,0.0,0.0,0.0,8,Savings,Morning,1.0,0,0,3e-05
1670,6,PAYMENT,Alemania,18266.81,14254.97,0.0,0.0,0.0,8,Savings,Morning,5.0,0,0,0.0002
1671,6,PAYMENT,Italia,13275.38,35.0,0.0,0.0,0.0,7,Savings,Morning,2.0,0,0,8e-06
1672,6,PAYMENT,Brasil,2964.71,1729.0,0.0,0.0,0.0,4,Savings,Morning,1.0,0,0,1.8e-05
1673,6,PAYMENT,Cuba,46856.97,9170.0,0.0,0.0,0.0,8,Savings,Morning,3.0,0,0,2.2e-05
1674,6,PAYMENT,Venezuela,13614.06,6013.65,0.0,0.0,0.0,3,Savings,Morning,6.0,0,0,3.1e-05
1675,6,PAYMENT,Colombia,28115.43,368.0,0.0,0.0,0.0,15,Savings,Morning,3.0,0,0,5e-06
1676,6,PAYMENT,Honduras,12773.5,659.0,0.0,0.0,0.0,18,Savings,Morning,3.0,0,0,1.1e-05
1677,6,PAYMENT,El Salvador,32001.6,10270.0,0.0,0.0,0.0,3,Savings,Morning,4.0,0,0,0.000551
1678,6,PAYMENT,Colombia,9587.91,5265.0,0.0,0.0,0.0,14,Savings,Morning,7.0,0,0,7.7e-05
1679,6,PAYMENT,India,41853.65,23235.0,0.0,0.0,0.0,18,Savings,Morning,5.0,0,0,0.002042
1680,6,PAYMENT,China,32339.19,421.0,0.0,0.0,0.0,9,Savings,Morning,2.0,0,0,5e-06
1681,6,PAYMENT,Alemania,9948.64,555.0,0.0,0.0,0.0,4,Savings,Morning,1.0,0,0,1e-05
1682,6,PAYMENT,Mexico,31984.61,29671.0,0.0,0.0,0.0,8,Savings,Morning,5.0,0,0,0.000575
1683,6,PAYMENT,Guatemala,27241.79,22388.0,0.0,0.0,0.0,15,Savings,Morning,7.0,0,0,0.006101
1684,6,PAYMENT,Mexico,9231.25,207.0,0.0,0.0,0.0,7,Savings,Morning,1.0,0,0,6e-06
1685,6,PAYMENT,Australia,17104.6,5515.36,0.0,0.0,0.0,17,Savings,Morning,5.0,0,0,1.9e-05
1686,6,PAYMENT,Turquia,16549.58,551.0,0.0,0.0,0.0,1,Savings,Morning,6.0,0,0,3.7e-05
1687,6,PAYMENT,Espana,23855.7,171.0,0.0,0.0,0.0,11,Savings,Morning,7.0,0,0,1.2e-05
1688,6,PAYMENT,Brasil,27497.16,20867.0,0.0,0.0,0.0,15,Savings,Morning,7.0,0,0,0.003754
1689,6,PAYMENT,Banglades,20530.57,1554.0,0.0,0.0,0.0,1,Savings,Morning,7.0,0,0,2.3e-05
1690,6,PAYMENT,Arabia Saudi,13472.81,1997.21,0.0,0.0,0.0,12,Savings,Morning,5.0,0,0,1.4e-05
1691,6,PAYMENT,China,13604.0,981.0,0.0,0.0,0.0,13,Savings,Morning,6.0,0,0,1e-05
1692,6,PAYMENT,Japon,6682.06,837.0,0.0,0.0,0.0,7,Savings,Morning,2.0,0,0,8e-06
1693,6,PAYMENT,India,25708.21,43.0,0.0,0.0,0.0,19,Savings,Morning,1.0,0,0,7e-06
1694,6,PAYMENT,Kirguistan,9083.33,240.0,0.0,0.0,0.0,10,Savings,Morning,3.0,0,0,9e-06
1695,6,PAYMENT,Alemania,26772.7,324.0,0.0,0.0,0.0,19,Savings,Morning,2.0,0,0,6e-06
1696,6,PAYMENT,Alemania,34795.88,918.0,0.0,0.0,0.0,5,Savings,Morning,5.0,0,0,4e-06
1697,6,PAYMENT,Nueva Zelanda,27652.32,12354.0,0.0,0.0,0.0,10,Savings,Morning,7.0,0,0,0.000215
1698,6,PAYMENT,Italia,12989.69,866.0,0.0,0.0,0.0,6,Savings,Morning,5.0,0,0,6e-06
1699,6,PAYMENT,Italia,21404.44,116.0,0.0,0.0,0.0,14,Savings,Morning,5.0,0,0,3e-06
1700,6,PAYMENT,Brasil,36774.88,19864.0,0.0,0.0,0.0,8,Savings,Morning,3.0,0,0,0.000719
1701,6,PAYMENT,Polonia,23248.88,20321.0,0.0,0.0,0.0,7,Savings,Morning,5.0,0,0,0.000327
1702,6,PAYMENT,Francia,20551.28,12207.0,0.0,0.0,0.0,11,Savings,Morning,4.0,0,0,0.001565
1703,6,PAYMENT,Paises Bajos,3032.12,1404.0,0.0,0.0,0.0,19,Savings,Morning,6.0,0,0,1.5e-05
1704,6,PAYMENT,Cuba,26843.78,4996.0,0.0,0.0,0.0,6,Savings,Morning,3.0,0,0,2.1e-05
1705,6,PAYMENT,India,24469.38,2886.0,0.0,0.0,0.0,4,Savings,Morning,3.0,0,0,1.3e-05
1706,6,PAYMENT,Arabia Saudi,24579.11,11923.0,0.0,0.0,0.0,12,Savings,Morning,3.0,0,0,0.000211
1707,6,PAYMENT,Iran,15593.41,1665.0,0.0,0.0,0.0,2,Savings,Morning,6.0,0,0,1.7e-05
1708,6,PAYMENT,Filipinas,17456.35,16877.0,0.0,0.0,0.0,16,Savings,Morning,3.0,0,0,0.005703
1709,6,PAYMENT,China,17658.97,10687.0,0.0,0.0,0.0,4,Savings,Morning,3.0,0,0,0.000752
1710,6,PAYMENT,Austria,18714.61,4157.0,0.0,0.0,0.0,9,Savings,Morning,6.0,0,0,2.7e-05
1711,7,PAYMENT,Mexico,12294.76,11167.0,0.0,0.0,0.0,4,Savings,Morning,4.0,0,0,1.4e-05
1712,7,PAYMENT,Francia,6163.43,3850.0,0.0,0.0,0.0,7,Savings,Morning,1.0,0,0,1e-05
1713,7,PAYMENT,Paises Bajos,4630.4,122.0,0.0,0.0,0.0,2,Savings,Morning,3.0,0,0,7e-06
1714,7,PAYMENT,Haiti,16807.66,11778.74,0.0,0.0,0.0,15,Savings,Morning,3.0,0,0,2e-05
1715,7,PAYMENT,Iran,6228.16,5397.34,0.0,0.0,0.0,2,Savings,Morning,4.0,0,0,5e-06
1716,7,PAYMENT,India,10777.16,198.0,0.0,0.0,0.0,5,Savings,Morning,1.0,0,0,6e-06
1717,7,PAYMENT,Espana,10937.55,10871.0,0.0,0.0,0.0,11,Savings,Morning,6.0,0,0,8.3e-05
1718,7,PAYMENT,Alemania,9099.13,146.0,0.0,0.0,0.0,20,Savings,Morning,5.0,0,0,9e-06
1719,7,PAYMENT,Reino Unido,4913.94,388.0,0.0,0.0,0.0,16,Savings,Morning,2.0,0,0,7e-06
1720,7,PAYMENT,Francia,5594.04,371.0,0.0,0.0,0.0,3,Savings,Morning,5.0,0,0,6e-06
1721,7,PAYMENT,Alemania,11105.62,9224.0,0.0,0.0,0.0,7,Savings,Morning,7.0,0,0,5.8e-05
1722,7,PAYMENT,Mexico,6904.78,4402.0,0.0,0.0,0.0,6,Savings,Morning,4.0,0,0,6e-06
1723,7,PAYMENT,Mexico,34873.6,13827.43,0.0,0.0,0.0,9,Savings,Morning,3.0,0,0,3e-06
1724,7,PAYMENT,Australia,10715.15,133.0,0.0,0.0,0.0,19,Savings,Morning,4.0,0,0,1.1e-05
1725,7,PAYMENT,China,3285.43,591.0,0.0,0.0,0.0,3,Savings,Morning,7.0,0,0,9e-06
1726,7,PAYMENT,Espana,8414.46,5074.0,0.0,0.0,0.0,9,Savings,Morning,5.0,0,0,8e-06
1727,7,PAYMENT,Brasil,3256.98,790.18,0.0,0.0,0.0,5,Savings,Morning,3.0,0,0,7e-06
1728,7,PAYMENT,El Salvador,7718.37,54.0,0.0,0.0,0.0,11,Savings,Morning,6.0,0,0,9e-06
1729,7,PAYMENT,India,769.58,260.0,0.0,0.0,0.0,2,Savings,Morning,3.0,0,0,8e-06
1730,7,PAYMENT,Iran,8666.76,1082.0,0.0,0.0,0.0,10,Savings,Morning,5.0,0,0,6e-06
1731,7,PAYMENT,China,5138.36,3151.0,0.0,0.0,0.0,18,Savings,Morning,4.0,0,0,2.1e-05
1732,7,PAYMENT,Nueva Zelanda,1110.87,177.0,0.0,0.0,0.0,8,Savings,Morning,2.0,0,0,5e-06
1733,7,PAYMENT,Kenia,584.62,207.0,0.0,0.0,0.0,1,Savings,Morning,4.0,0,0,5.3e-05
1734,7,PAYMENT,Francia,12255.05,157.0,0.0,0.0,0.0,13,Savings,Morning,3.0,0,0,7e-06
1735,7,PAYMENT,Espana,758.61,596.09,0.0,0.0,0.0,17,Savings,Morning,2.0,0,0,1e-05
1736,7,PAYMENT,Paises Bajos,16261.55,10410.0,0.0,0.0,0.0,12,Savings,Morning,6.0,0,0,5e-06
1737,7,PAYMENT,Ghana,8611.73,435.0,0.0,0.0,0.0,11,Savings,Morning,3.0,0,0,7e-06
1738,7,PAYMENT,Alemania,6224.41,45.0,0.0,0.0,0.0,8,Savings,Morning,2.0,0,0,7e-06
1739,7,PAYMENT,Nicaragua,9410.16,5007.0,0.0,0.0,0.0,3,Savings,Morning,3.0,0,0,4e-06
1740,7,PAYMENT,Guatemala,23923.09,14038.0,0.0,0.0,0.0,13,Savings,Morning,2.0,0,0,1.8e-05
1741,1,PAYMENT,Corea del Sur,1563.82,450.0,0.0,0.0,0.0,1,Savings,Afternoon,7.0,0,0,0.000637
1742,1,PAYMENT,Indonesia,7823.46,998.0,0.0,0.0,0.0,12,Savings,Afternoon,5.0,0,0,2e-06
1743,1,PAYMENT,Mozambique,2278.19,290.0,0.0,0.0,0.0,14,Savings,Afternoon,6.0,0,0,1e-06
1744,1,PAYMENT,Kazajistan,6737.2,624.0,0.0,0.0,0.0,2,Savings,Afternoon,5.0,0,0,1.2e-05
1745,1,PAYMENT,Francia,36349.35,1056.3,0.0,0.0,0.0,20,Savings,Afternoon,1.0,0,0,2e-06
1746,1,PAYMENT,India,5446.88,666.0,0.0,0.0,0.0,17,Savings,Afternoon,3.0,0,0,3e-06
1747,1,PAYMENT,Japon,5936.82,741.0,0.0,0.0,0.0,12,Savings,Afternoon,6.0,0,0,2e-06
1748,1,PAYMENT,Francia,7797.0,816.91,0.0,0.0,0.0,6,Savings,Afternoon,3.0,0,0,4e-06
1749,1,PAYMENT,Egipto,21008.52,87.01,0.0,0.0,0.0,20,Savings,Afternoon,6.0,0,0,1e-06
1750,1,PAYMENT,Italia,5924.89,1518.0,0.0,0.0,0.0,2,Savings,Afternoon,5.0,0,0,2.1e-05
1751,1,PAYMENT,Italia,4355.66,120.0,0.0,0.0,0.0,5,Savings,Afternoon,6.0,0,0,2e-06
1752,1,PAYMENT,Irak,3418.07,260.0,0.0,0.0,0.0,18,Savings,Afternoon,2.0,0,0,3e-06
1753,1,PAYMENT,Honduras,10891.96,4986.72,0.0,0.0,0.0,4,Savings,Afternoon,6.0,0,0,0.000188
1754,1,PAYMENT,China,2644.63,117.0,0.0,0.0,0.0,1,Savings,Afternoon,5.0,0,0,0.000198
1755,1,PAYMENT,China,6776.93,5031.0,0.0,0.0,0.0,11,Savings,Afternoon,7.0,0,0,8e-06
1756,1,PAYMENT,Australia,7664.12,129.0,0.0,0.0,0.0,14,Savings,Afternoon,5.0,0,0,3e-06
1757,1,PAYMENT,China,13268.46,5881.44,0.0,0.0,0.0,14,Savings,Afternoon,4.0,0,0,6e-06
1758,1,PAYMENT,Alemania,8092.22,595.0,0.0,0.0,0.0,16,Savings,Afternoon,5.0,0,0,3e-06
1759,1,PAYMENT,Reino Unido,3485.64,460.0,0.0,0.0,0.0,2,Savings,Afternoon,1.0,0,0,1.1e-05
1760,1,PAYMENT,Alemania,5134.7,341.0,0.0,0.0,0.0,6,Savings,Afternoon,7.0,0,0,4e-06
1761,1,PAYMENT,Italia,3941.6,128.0,0.0,0.0,0.0,6,Savings,Afternoon,4.0,0,0,4e-06
1762,1,PAYMENT,Francia,2635.06,105.0,0.0,0.0,0.0,12,Savings,Afternoon,6.0,0,0,2e-06
1763,1,PAYMENT,Reino Unido,2645.88,94.0,0.0,0.0,0.0,20,Savings,Afternoon,3.0,0,0,2e-06
1764,1,PAYMENT,Francia,2515.46,270.0,0.0,0.0,0.0,12,Savings,Afternoon,4.0,0,0,3e-06
1765,1,PAYMENT,Reino Unido,7868.9,601.0,0.0,0.0,0.0,9,Savings,Afternoon,5.0,0,0,2e-06
1766,1,PAYMENT,Alemania,6899.83,1004.0,0.0,0.0,0.0,12,Savings,Afternoon,7.0,0,0,3e-06
1767,1,PAYMENT,Rusia,6778.32,1023.0,0.0,0.0,0.0,3,Savings,Afternoon,6.0,0,0,6e-06
1768,1,PAYMENT,Francia,5983.88,3530.0,0.0,0.0,0.0,18,Savings,Afternoon,2.0,0,0,1.1e-05
1769,1,PAYMENT,Reino Unido,9632.45,513.0,0.0,0.0,0.0,10,Savings,Afternoon,3.0,0,0,3e-06
1770,1,PAYMENT,Alemania,16749.98,292.0,0.0,0.0,0.0,4,Savings,Afternoon,3.0,0,0,1.3e-05
1771,1,PAYMENT,Italia,7269.74,5546.0,0.0,0.0,0.0,9,Savings,Afternoon,3.0,0,0,1e-05
1772,1,PAYMENT,Francia,7627.89,5558.0,0.0,0.0,0.0,7,Savings,Afternoon,5.0,0,0,2.1e-05
1773,1,PAYMENT,Francia,1461.06,226.0,0.0,0.0,0.0,12,Savings,Afternoon,4.0,0,0,3e-06
1774,1,PAYMENT,Italia,9160.94,5748.89,0.0,0.0,0.0,15,Savings,Afternoon,1.0,0,0,9e-06
1775,1,PAYMENT,Francia,5607.36,5202.0,0.0,0.0,0.0,16,Savings,Afternoon,2.0,0,0,8e-06
1776,1,PAYMENT,Francia,6360.79,3731.0,0.0,0.0,0.0,10,Savings,Afternoon,5.0,0,0,1.2e-05
1777,1,PAYMENT,Australia,11261.67,7004.0,0.0,0.0,0.0,11,Savings,Afternoon,6.0,0,0,2.6e-05
1778,1,PAYMENT,Canada,3923.32,291.0,0.0,0.0,0.0,13,Savings,Afternoon,5.0,0,0,3e-06
1779,1,PAYMENT,Paises Bajos,7028.85,597.96,0.0,0.0,0.0,13,Savings,Afternoon,6.0,0,0,1e-06
1780,1,PAYMENT,Rusia,4470.38,1856.19,0.0,0.0,0.0,10,Savings,Afternoon,2.0,0,0,5e-06
1781,1,PAYMENT,Francia,5078.54,185.83,0.0,0.0,0.0,19,Savings,Afternoon,6.0,0,0,2e-06
1782,1,PAYMENT,Reino Unido,3735.16,672.0,0.0,0.0,0.0,2,Savings,Afternoon,5.0,0,0,1e-05
1783,1,PAYMENT,Tailandia,6226.79,50.0,0.0,0.0,0.0,7,Savings,Afternoon,2.0,0,0,3e-06
1784,1,PAYMENT,Corea del Sur,4887.09,172.0,0.0,0.0,0.0,8,Savings,Afternoon,1.0,0,0,4e-06
1785,1,PAYMENT,Zimbabue,12061.28,11993.0,0.0,0.0,0.0,7,Savings,Afternoon,2.0,0,0,8e-05
1786,1,PAYMENT,Egipto,11335.23,10537.0,0.0,0.0,0.0,19,Savings,Afternoon,1.0,0,0,0.000339
1787,1,PAYMENT,Francia,3351.14,1370.51,0.0,0.0,0.0,3,Savings,Afternoon,6.0,0,0,7e-06
1788,1,PAYMENT,Republica Democratica del Congo,5055.22,1054.0,0.0,0.0,0.0,14,Savings,Afternoon,3.0,0,0,2e-06
1789,2,PAYMENT,Australia,3023.16,178.0,0.0,0.0,0.0,2,Savings,Afternoon,4.0,0,0,2.5e-05
1790,2,PAYMENT,Australia,14287.64,885.27,0.0,0.0,0.0,8,Savings,Afternoon,5.0,0,0,6e-06
1791,2,PAYMENT,Paises Bajos,13832.09,4249.09,0.0,0.0,0.0,5,Savings,Afternoon,7.0,0,0,9e-06
1792,2,PAYMENT,El Salvador,3452.17,345.0,0.0,0.0,0.0,18,Savings,Afternoon,2.0,0,0,4e-06
1793,2,PAYMENT,Nicaragua,6190.73,4022.0,0.0,0.0,0.0,16,Savings,Afternoon,5.0,0,0,9e-06
1794,2,PAYMENT,Mexico,380.02,196.0,0.0,0.0,0.0,19,Savings,Afternoon,7.0,0,0,2e-06
1795,2,PAYMENT,Brasil,5206.23,243.0,0.0,0.0,0.0,18,Savings,Afternoon,6.0,0,0,3e-06
1796,2,PAYMENT,Mexico,12039.23,243.0,0.0,0.0,0.0,11,Savings,Afternoon,4.0,0,0,3e-06
1797,2,PAYMENT,Francia,3382.36,148.0,0.0,0.0,0.0,5,Savings,Afternoon,4.0,0,0,6e-06
1798,2,PAYMENT,Italia,31958.09,7149.11,0.0,0.0,0.0,19,Savings,Afternoon,3.0,0,0,7e-06
1799,2,PAYMENT,Francia,2449.65,337.0,0.0,0.0,0.0,5,Savings,Afternoon,5.0,0,0,5e-06
1800,2,PAYMENT,Alemania,6723.8,5306.0,0.0,0.0,0.0,12,Savings,Afternoon,7.0,0,0,1.2e-05
1801,2,PAYMENT,Alemania,5398.19,1488.0,0.0,0.0,0.0,19,Savings,Afternoon,6.0,0,0,6e-06
1802,2,PAYMENT,Francia,9633.82,6847.0,0.0,0.0,0.0,6,Savings,Afternoon,5.0,0,0,0.000159
1803,2,PAYMENT,Mexico,10720.07,4051.0,0.0,0.0,0.0,10,Savings,Afternoon,4.0,0,0,1.1e-05
1804,2,PAYMENT,Guatemala,3095.41,480.0,0.0,0.0,0.0,3,Savings,Afternoon,7.0,0,0,8e-06
1805,2,PAYMENT,Australia,7803.48,322.0,0.0,0.0,0.0,2,Savings,Afternoon,5.0,0,0,2.3e-05
1806,2,PAYMENT,India,22012.11,1614.7,0.0,0.0,0.0,7,Savings,Afternoon,5.0,0,0,4e-06
1807,2,PAYMENT,Vietnam,21069.51,6346.0,0.0,0.0,0.0,19,Savings,Afternoon,6.0,0,0,1e-06
1808,2,PAYMENT,Australia,7766.84,4097.88,0.0,0.0,0.0,16,Savings,Afternoon,5.0,0,0,2.8e-05
1809,2,PAYMENT,Peru,733.57,181.0,0.0,0.0,0.0,12,Savings,Afternoon,3.0,0,0,3e-06
1810,2,PAYMENT,Mexico,14079.08,3112.29,0.0,0.0,0.0,20,Savings,Afternoon,5.0,0,0,5e-06
1811,2,PAYMENT,Nicaragua,6934.8,501.0,0.0,0.0,0.0,9,Savings,Afternoon,6.0,0,0,2e-06
1812,2,PAYMENT,Mexico,3703.76,313.0,0.0,0.0,0.0,20,Savings,Afternoon,5.0,0,0,3e-06
1813,2,PAYMENT,Australia,10819.72,5097.0,0.0,0.0,0.0,19,Savings,Afternoon,2.0,0,0,1.6e-05
1814,2,PAYMENT,Australia,10039.29,1595.0,0.0,0.0,0.0,19,Savings,Afternoon,1.0,0,0,8e-06
1815,2,PAYMENT,China,5096.21,337.0,0.0,0.0,0.0,2,Savings,Afternoon,5.0,0,0,2.3e-05
1816,3,PAYMENT,Australia,20971.0,19462.0,0.0,0.0,0.0,8,Savings,Afternoon,5.0,0,0,0.006181
1817,3,PAYMENT,China,16061.03,11260.0,0.0,0.0,0.0,1,Savings,Afternoon,5.0,0,0,0.019702
1818,3,PAYMENT,Argentina,11165.58,1295.12,0.0,0.0,0.0,16,Savings,Afternoon,7.0,0,0,9e-06
1819,3,PAYMENT,Peru,11706.28,8526.0,0.0,0.0,0.0,4,Savings,Afternoon,1.0,0,0,0.000287
1820,3,PAYMENT,Brasil,15304.68,4827.34,0.0,0.0,0.0,8,Savings,Afternoon,5.0,0,0,9.1e-05
