customer_id,n_transactions,total_amount,max_fraud_probability,confirmed_fraud,risk_score,risk_tier
C1411151613,1,138389.21,1.9e-05,0,23.59,B
C837246227,1,62983.91,4.9e-05,0,23.59,B
C1172535934,1,739112.93,2.3e-05,0,23.59,B
C1431155101,1,733678.95,6e-05,0,23.59,B
C735228558,1,62871.06,3.9e-05,0,23.59,B
C1754452995,1,250371.89,0.000399,0,23.58,B
C1872012709,1,62802.61,3.6e-05,0,23.58,B
C1287455719,1,62684.91,3.4e-05,0,23.58,B
C1343473340,1,62485.46,1.1e-05,0,23.57,B
C1270236380,1,62068.94,7e-06,0,23.56,B
C620261500,1,61874.41,7e-05,0,23.56,B
C1533123860,1,136872.92,5e-06,0,23.56,B
C202984526,1,61922.54,6.3e-05,0,23.56,B
C948395645,1,61858.19,3.8e-05,0,23.56,B
C104893413,1,704242.78,2.3e-05,0,23.56,B
C1258120701,1,61663.75,7.3e-05,0,23.56,B
C384156063,1,186841.67,2.6e-05,0,23.56,B
C2031467683,1,61546.97,2.2e-05,0,23.55,B
C685827172,1,82399.46,0.006717,0,23.55,B
C913806791,1,61650.32,1.8e-05,0,23.55,B
C297225931,1,239692.36,0.002058,0,23.55,B
C352378889,1,348463.93,0.000147,0,23.55,B
C131316947,1,19496.78,0.035817,0,23.55,B
C1790387225,1,61505.91,0.000175,0,23.55,B
C2054033212,1,61546.01,3.2e-05,0,23.55,B
C916897446,1,61515.99,0.000105,0,23.55,B
C281110571,1,692484.38,2.4e-05,0,23.55,B
C388143137,1,61344.23,4.1e-05,0,23.54,B
C859690270,1,61159.51,2e-06,0,23.54,B
C1526838264,1,249361.32,2e-05,0,23.54,B
C778337881,1,135357.16,1.7e-05,0,23.53,B
C842331982,1,247575.4,0.000169,0,23.53,B
C1925059423,1,60850.8,1e-06,0,23.53,B
C1581687077,1,184679.97,1.3e-05,0,23.52,B
C1305218621,1,134800.04,3e-06,0,23.52,B
C685399117,1,60467.94,9e-06,0,23.52,B
C793293778,1,344464.4,3e-06,0,23.51,B
C2024711353,1,134143.27,3e-06,0,23.51,B
C1569706103,1,60311.86,3.3e-05,0,23.51,B
C876823802,1,60215.46,3.3e-05,0,23.51,B
C102318785,1,60360.45,8e-06,0,23.51,B
C1622066826,1,60223.17,3.1e-05,0,23.51,B
C100445376,1,59390.46,7e-06,0,23.49,B
C1407009494,1,19110.24,0.035365,0,23.49,B
C1886567481,1,59531.87,3e-05,0,23.49,B
C1630903943,1,57894.54,0.000614,0,23.48,B
C745835029,1,58930.33,8.2e-05,0,23.48,B
C784934449,1,182972.5,3.6e-05,0,23.48,B
C1252969149,1,58644.37,3.9e-05,0,23.48,B
C1878700101,1,94332.0,2e-06,0,23.48,B
C2027236684,1,59189.32,8e-06,0,23.48,B
C1340769295,1,58095.79,0.000354,0,23.48,B
C1716855490,1,94087.34,2.1e-05,0,23.47,B
C1601969632,1,340505.75,3.6e-05,0,23.47,B
C1914740115,1,58447.8,2.9e-05,0,23.47,B
C1938456924,1,58431.85,0.000118,0,23.47,B
C184690001,1,611924.5,0.000146,0,23.47,B
C1966670937,1,132953.45,1.9e-05,0,23.47,B
C8197402,1,58516.68,5.3e-05,0,23.47,B
C1273346481,1,58538.76,2.1e-05,0,23.47,B
C1724549250,1,58195.71,2.2e-05,0,23.46,B
C761863997,1,58408.09,7.1e-05,0,23.46,B
C797539755,1,93793.88,1e-06,0,23.46,B
C90777699,1,57911.56,1.6e-05,0,23.45,B
C1141113940,1,57794.61,3e-06,0,23.44,B
C663925782,1,57817.21,3.1e-05,0,23.44,B
C1533330615,1,336298.77,4.6e-05,0,23.44,B
C635610193,1,57809.81,2.1e-05,0,23.44,B
C86456257,1,336763.21,4e-05,0,23.44,B
C257684104,1,57342.59,8.4e-05,0,23.43,B
C1142597550,1,597329.41,0.000154,0,23.43,B
C1871580398,1,57357.33,6.1e-05,0,23.43,B
C760960155,1,57573.06,6e-06,0,23.43,B
C1568740070,1,56538.75,0.000616,0,23.43,B
C1800649922,1,57279.11,2e-06,0,23.42,B
C1658116804,1,239049.7,3e-06,0,23.42,B
C1967432164,1,57262.72,2.6e-05,0,23.42,B
C1340057206,1,57323.56,3.2e-05,0,23.42,B
C1468374572,1,334334.42,4.6e-05,0,23.42,B
C1239075987,1,91793.34,4e-05,0,23.41,B
C1570470538,1,56953.9,1.1e-05,0,23.41,B
C557725225,1,56912.01,2.7e-05,0,23.41,B
C2068100669,1,56565.27,5.2e-05,0,23.4,B
C2090953436,1,90433.73,0.00056,0,23.4,B
C130527868,1,585853.28,2e-05,0,23.4,B
C553879264,1,91611.03,5.2e-05,0,23.4,B
C1982672460,1,578580.68,1.5e-05,0,23.39,B
C963591154,1,47855.19,0.00447,0,23.39,B
C1339556608,1,178040.87,0.00012,0,23.39,B
C1898773347,1,56316.65,2.8e-05,0,23.39,B
C589706630,1,90962.75,9e-06,0,23.39,B
C1361671464,1,330922.7,4.3e-05,0,23.39,B
C1690221909,1,44921.54,0.006197,0,23.39,B
C1324249868,1,56299.7,2.1e-05,0,23.38,B
C1981036429,1,56195.07,5e-05,0,23.38,B
C1561688223,1,330293.92,1.5e-05,0,23.38,B
C1950815744,1,572028.89,1.1e-05,0,23.38,B
C164806893,1,56289.54,1.5e-05,0,23.38,B
C1446243714,1,56238.58,5.4e-05,0,23.38,B
C1872774414,1,55940.69,7e-06,0,23.37,B
C1722591828,1,55954.74,7e-06,0,23.37,B
C1576513034,1,56058.18,4e-06,0,23.37,B
C181814414,1,56151.12,4e-06,0,23.37,B
C415768786,1,55207.84,0.000491,0,23.36,B
C169880779,1,176334.26,3e-06,0,23.36,B
C1148867963,1,561808.58,4.9e-05,0,23.35,B
C314771492,1,559782.41,1.4e-05,0,23.35,B
C802853600,1,55593.37,2.5e-05,0,23.35,B
C97224064,1,55605.71,1.4e-05,0,23.35,B
C548752638,1,89888.52,1.4e-05,0,23.35,B
C1331556370,1,128505.21,0.000148,0,23.35,B
C332365138,1,55536.86,2.5e-05,0,23.35,B
C116155384,1,89518.58,1e-06,0,23.34,B
C1699908559,1,55230.19,4e-06,0,23.34,B
C732559750,1,55282.19,7.4e-05,0,23.34,B
C588449070,1,54988.56,0.000144,0,23.34,B
C2362977,1,232400.67,7.3e-05,0,23.33,B
C346413038,1,50575.73,0.002117,0,23.33,B
C1754087707,1,55091.05,4.1e-05,0,23.33,B
C1578448352,1,54944.45,6.5e-05,0,23.33,B
C1106189986,1,54843.76,0.000129,0,23.33,B
C663824117,1,54364.44,0.000293,0,23.33,B
C718150867,1,54933.79,6e-06,0,23.32,B
C1130242637,1,548784.5,3e-05,0,23.32,B
C118492650,1,54664.96,3.1e-05,0,23.32,B
C491457031,1,127408.65,1e-05,0,23.31,B
C906244819,1,54291.7,2.1e-05,0,23.31,B
C303805531,1,54168.83,0.000154,0,23.31,B
C954269867,1,54120.86,0.000161,0,23.31,B
C1522236047,1,54182.33,3e-05,0,23.31,B
C1733902203,1,547597.44,3.3e-05,0,23.31,B
C1621729085,1,53627.09,0.00022,0,23.3,B
C24334184,1,229982.47,0.000195,0,23.3,B
C519751097,1,29363.1,0.016582,0,23.3,B
C865744496,1,54152.03,9e-06,0,23.3,B
C582266124,1,230777.73,2.5e-05,0,23.3,B
C566891420,1,539430.95,5.3e-05,0,23.3,B
C67795316,1,54095.79,1.7e-05,0,23.3,B
C690287064,1,126516.27,1.3e-05,0,23.29,B
C436028378,1,53594.23,0.000127,0,23.29,B
C1233595751,1,53631.83,8e-06,0,23.29,B
C1930401429,1,53763.65,1.5e-05,0,23.29,B
C25623662,1,126315.46,7e-05,0,23.29,B
C260638966,1,229848.96,6.6e-05,0,23.29,B
C1190042877,1,53695.05,2.3e-05,0,23.29,B
C565881091,1,53560.68,1.5e-05,0,23.28,B
C916585760,1,53212.23,6.5e-05,0,23.28,B
C928286087,1,53459.12,9e-06,0,23.28,B
C54658375,1,171905.69,5e-06,0,23.28,B
C1227170244,1,52896.89,7.5e-05,0,23.27,B
C116184677,1,53094.17,9e-06,0,23.27,B
C355222677,1,53083.59,1e-05,0,23.27,B
C1617422273,1,52997.24,1.9e-05,0,23.27,B
C1639765351,1,311449.38,0.000108,0,23.27,B
C2118806269,1,53033.94,2.4e-05,0,23.27,B
C1539827598,1,52309.48,3.5e-05,0,23.26,B
C816421765,1,51940.57,7.2e-05,0,23.26,B
C729248981,1,51876.97,3.9e-05,0,23.26,B
C1621254922,1,227335.16,0.000106,0,23.25,B
C1429616542,1,51749.94,2e-06,0,23.25,B
C1806402192,1,85912.14,1.9e-05,0,23.25,B
C1724453412,1,124840.02,3.4e-05,0,23.25,B
C466262884,1,85766.59,4.3e-05,0,23.25,B
C1947633620,1,51861.21,4.4e-05,0,23.25,B
C638582764,1,170656.02,8.4e-05,0,23.25,B
C1409112532,1,51696.89,2e-05,0,23.25,B
C2116548099,1,123951.78,5.7e-05,0,23.24,B
C2142052682,1,51613.5,3.2e-05,0,23.24,B
C329481770,1,51311.41,4.8e-05,0,23.24,B
C185876853,1,50738.94,0.000383,0,23.23,B
C261716431,1,51260.1,1.1e-05,0,23.23,B
C1649096004,1,225558.27,0.000143,0,23.22,B
C1663786105,1,225055.89,0.000313,0,23.22,B
C1431556341,1,51121.05,7.2e-05,0,23.22,B
C1234435772,1,84911.32,3e-06,0,23.22,B
C538459693,1,51024.98,2.4e-05,0,23.22,B
C1933077874,1,50938.65,8.5e-05,0,23.22,B
C1892560818,1,169614.88,6e-06,0,23.22,B
C541846360,1,50907.95,3.7e-05,0,23.22,B
C597100475,1,80218.06,0.002204,0,23.22,B
C361948480,1,225464.91,7.1e-05,0,23.21,B
C691200351,1,50747.77,1.2e-05,0,23.21,B
C1685926521,1,50785.92,1.8e-05,0,23.21,B
C583744857,1,49984.03,0.000227,0,23.2,B
C565433174,1,47317.52,0.001691,0,23.2,B
C1740826931,1,50101.88,7.6e-05,0,23.2,B
C1164616817,1,224763.96,1.9e-05,0,23.2,B
C1378841761,1,50570.65,3.2e-05,0,23.2,B
C1795568752,1,33881.81,0.010348,0,23.2,B
C2017530134,1,50137.65,1.6e-05,0,23.2,B
C18794137,1,123168.11,5e-06,0,23.2,B
C1007550632,1,490747.67,4.7e-05,0,23.19,B
C1025266421,1,49804.17,2.8e-05,0,23.19,B
C1316719030,1,50090.81,2.7e-05,0,23.19,B
C1024254289,1,302560.42,2.8e-05,0,23.19,B
C6635131,1,49495.09,3.5e-05,0,23.18,B
C686850477,1,49431.49,2.8e-05,0,23.18,B
C808862230,1,83247.74,8.9e-05,0,23.18,B
C1381764980,1,167410.09,3.4e-05,0,23.18,B
C1621615881,1,49367.62,1.3e-05,0,23.17,B
C1159911315,1,49251.21,0.000147,0,23.17,B
C1193108849,1,223662.13,1.8e-05,0,23.17,B
C1216623883,1,300747.04,1.6e-05,0,23.17,B
C700348233,1,49031.62,1.9e-05,0,23.16,B
C605244604,1,48951.75,4.4e-05,0,23.16,B
C1338770454,1,49236.53,4.2e-05,0,23.16,B
C1232433403,1,49177.38,2e-06,0,23.16,B
C1054913783,1,48899.07,4e-06,0,23.15,B
C1198197478,1,473499.51,0.000311,0,23.15,B
C728746911,1,48183.1,7.9e-05,0,23.14,B
C1818747191,1,48252.82,1.1e-05,0,23.14,B
C1492822331,1,48169.69,3.9e-05,0,23.14,B
C1480569460,1,119675.03,0.00014,0,23.14,B
C1195064186,1,48134.99,1.4e-05,0,23.13,B
C123674777,1,32282.57,0.010908,0,23.13,B
C882280168,1,1284837.02,0.03846,0,23.13,B
C910504711,1,47940.14,1.5e-05,0,23.13,B
C1770230975,1,47819.39,2.1e-05,0,23.12,B
C141110631,1,47913.58,8e-06,0,23.12,B
C1113895488,1,47529.19,2.1e-05,0,23.11,B
C168468389,1,47440.86,0.000169,0,23.11,B
C1733056574,1,47477.97,1.7e-05,0,23.11,B
C983767354,1,47564.74,1.6e-05,0,23.11,B
C992743048,1,80333.28,1.7e-05,0,23.1,B
C1799175767,1,47412.4,1.8e-05,0,23.1,B
C811562535,1,219220.21,4.8e-05,0,23.1,B
C406154654,1,47019.01,2.2e-05,0,23.09,B
C1950308547,1,46644.73,9.9e-05,0,23.09,B
C173059685,1,46757.44,3.8e-05,0,23.09,B
C2084634607,1,79516.07,0.00033,0,23.09,B
C194415222,1,46630.53,6.1e-05,0,23.08,B
C1868809295,1,161795.9,6.8e-05,0,23.08,B
C1568507411,1,46516.42,0.000176,0,23.08,B
C598569407,1,46505.13,0.000119,0,23.08,B
C820781338,1,46741.66,2e-06,0,23.08,B
C593768538,1,161613.93,4.1e-05,0,23.07,B
C969440066,1,46408.89,1.5e-05,0,23.07,B
C1807397140,1,289025.75,0.000199,0,23.06,B
C480645280,1,116555.35,0.000176,0,23.06,B
C1263391254,1,45864.43,0.000236,0,23.06,B
C1251967187,1,46261.02,7e-06,0,23.06,B
C1046211253,1,45649.91,0.000207,0,23.06,B
C1042891691,1,45756.23,1e-05,0,23.05,B
C2035801202,1,288838.13,1.7e-05,0,23.05,B
C823790002,1,46002.88,1.8e-05,0,23.05,B
C404179929,1,215497.06,1e-05,0,23.04,B
C890488908,1,159116.29,0.000453,0,23.04,B
C459023120,1,45447.15,9e-06,0,23.04,B
C1639778373,1,45447.1,4.2e-05,0,23.04,B
C734275312,1,45458.81,3.4e-05,0,23.04,B
C1692377507,1,443285.86,3.6e-05,0,23.04,B
C1398464310,1,287860.49,5e-06,0,23.03,B
C49250603,1,45144.38,1.6e-05,0,23.03,B
C324998670,1,391811.34,0.003867,0,23.02,B
C1532915766,1,214226.11,4.6e-05,0,23.02,B
C295145298,1,44874.82,1.1e-05,0,23.02,B
C919376773,1,44809.72,6.2e-05,0,23.02,B
C1726032955,1,286878.98,3.1e-05,0,23.02,B
C777255296,1,44833.06,2.2e-05,0,23.02,B
C1567719193,1,77655.59,3.7e-05,0,23.02,B
C1704600661,1,44655.46,0.000145,0,23.01,B
C1273258213,1,41853.65,0.002042,0,23.01,B
C598748983,1,44762.67,1.6e-05,0,23.01,B
C1598068850,1,44694.86,4.9e-05,0,23.01,B
C223293245,1,44740.0,3e-05,0,23.01,B
C1442749487,1,77347.46,1.8e-05,0,23.01,B
C125865913,1,44670.27,1.5e-05,0,23.0,B
C1709493124,1,44347.45,0.000128,0,22.99,B
C1777328089,1,44265.45,8e-06,0,22.98,B
C1414411897,1,113399.73,6.7e-05,0,22.98,B
C376660032,1,44145.7,3e-06,0,22.98,B
C1448707059,1,44029.69,1e-05,0,22.98,B
C1460298405,1,43896.22,9.4e-05,0,22.97,B
C1453365852,1,43920.58,3.7e-05,0,22.97,B
C761973299,1,43906.79,2.1e-05,0,22.97,B
C308147762,1,43850.3,2.4e-05,0,22.97,B
C906065973,1,43698.21,3.6e-05,0,22.96,B
C1828598477,1,43573.75,2.1e-05,0,22.96,B
C41260873,1,43410.17,3e-06,0,22.95,B
C1174714624,1,43198.52,5.6e-05,0,22.95,B
C1844349670,1,43249.45,3.5e-05,0,22.95,B
C1715259593,1,43063.97,5e-06,0,22.94,B
C780843029,1,43023.82,3e-06,0,22.94,B
C450589816,1,42963.87,0.000141,0,22.94,B
C560321707,1,36863.19,0.003822,0,22.94,B
C727867010,1,43145.46,1.8e-05,0,22.94,B
C226586078,1,42922.81,2.7e-05,0,22.93,B
C970890202,1,42829.9,6.7e-05,0,22.93,B
C687251464,1,42874.29,2.5e-05,0,22.93,B
C283039401,1,42712.39,3.1e-05,0,22.93,B
C556945462,1,280403.82,0.000126,0,22.93,B
C1828676092,1,42646.67,2.3e-05,0,22.92,B
C768216420,1,110414.71,9.4e-05,0,22.92,B
C575197504,1,41624.47,0.000796,0,22.92,B
C393594087,1,279322.88,0.000247,0,22.92,B
C1280124872,1,73210.99,1.8e-05,0,22.92,B
C2114629072,1,419757.69,1e-05,0,22.92,B
C1281769434,1,154402.33,7e-06,0,22.92,B
C1733110667,1,278506.83,4.6e-05,0,22.91,B
C2054077982,1,42198.41,3.6e-05,0,22.91,B
C292856581,1,72984.81,4.7e-05,0,22.91,B
C802395190,1,24674.79,0.032901,0,22.91,B
C1260440107,1,73199.1,3.3e-05,0,22.91,B
C384030416,1,207998.16,0.000126,0,22.91,B
C96172633,1,42355.9,1e-05,0,22.91,B
C1713195473,1,42354.06,1.3e-05,0,22.91,B
C160920812,1,42025.29,4.2e-05,0,22.9,B
C1549565124,1,72825.75,3.6e-05,0,22.9,B
C964895360,1,1610264.08,0.0002,0,22.9,B
C1137667747,1,42012.45,9.9e-05,0,22.9,B
C1124506335,1,109673.97,2e-06,0,22.9,B
C1568999973,1,41744.33,0.00017,0,22.9,B
C931280002,1,207762.47,5.8e-05,0,22.9,B
C1363800072,1,109552.96,4.5e-05,0,22.89,B
C200452658,1,41680.46,2.8e-05,0,22.88,B
C1640246868,1,41693.6,1.4e-05,0,22.88,B
C1500020749,1,41385.54,8.2e-05,0,22.88,B
C2126991912,1,41727.65,5e-06,0,22.88,B
C355777990,1,189072.94,0.00462,0,22.87,B
C2109094401,1,276036.61,2e-05,0,22.87,B
C553496382,1,40765.68,0.00031,0,22.87,B
C866273692,1,273951.34,3.6e-05,0,22.86,B
C396918327,1,1457213.54,3.7e-05,0,22.86,B
C743365178,1,41088.35,6e-05,0,22.86,B
C673216953,1,41210.57,6e-06,0,22.86,B
C718802166,1,41116.29,8e-06,0,22.86,B
C1985938863,1,40684.97,1.9e-05,0,22.85,B
C757788974,1,400794.34,6.5e-05,0,22.85,B
C645073399,1,39336.08,0.000412,0,22.85,B
C677930699,1,40210.51,5.6e-05,0,22.85,B
C2072313080,1,23261.3,0.01726,0,22.85,B
C603327357,1,40379.62,4.2e-05,0,22.85,B
C268616862,1,40685.1,1.8e-05,0,22.85,B
C125530569,1,40156.69,4e-06,0,22.84,B
C1332786777,1,107644.48,3e-05,0,22.84,B
C1661093955,1,39717.52,0.000203,0,22.84,B
C1823075447,1,39683.51,1e-05,0,22.83,B
C626193099,1,39485.21,1.7e-05,0,22.83,B
C2044934146,1,1236739.5,0.000154,0,22.82,B
C2048625222,1,201744.79,0.00033,0,22.82,B
C1174599796,1,38606.17,0.000478,0,22.82,B
C1162128198,1,39267.55,1.5e-05,0,22.82,B
C1765040384,1,39244.81,2e-05,0,22.82,B
C1043639521,1,39249.67,5e-05,0,22.82,B
C476013202,1,69970.41,3.2e-05,0,22.82,B
C1091107430,1,39069.42,2.1e-05,0,22.81,B
C886499748,1,39000.87,2.9e-05,0,22.81,B
C657827804,1,148407.53,4.6e-05,0,22.81,B
C1886247880,1,38923.13,5.1e-05,0,22.81,B
C929278717,1,39048.51,1.2e-05,0,22.81,B
C1478269879,1,170889.82,0.009281,0,22.81,B
C1867568476,1,106343.2,0.000286,0,22.81,B
C452364286,1,202624.59,1.1e-05,0,22.81,B
C1122636984,1,38778.04,1.4e-05,0,22.8,B
C2143739483,1,201073.81,0.000125,0,22.8,B
C58353615,1,201261.11,0.000111,0,22.8,B
C2006835220,1,38829.9,6.2e-05,0,22.8,B
C1323235180,1,38883.63,5e-05,0,22.8,B
C1429830933,1,259992.93,0.001613,0,22.79,B
C458946139,1,1168674.62,5.6e-05,0,22.79,B
C1686386255,1,38342.4,0.000171,0,22.78,B
C1957175487,1,106105.83,9e-06,0,22.78,B
C392795843,1,36361.34,0.001584,0,22.78,B
C1491522744,1,38428.19,3e-06,0,22.78,B
C957683143,1,101181.53,0.002338,0,22.78,B
C1659286984,1,38071.17,1.3e-05,0,22.77,B
C717249075,1,366300.87,0.018606,0,22.77,B
C1468711102,1,385479.54,2.5e-05,0,22.77,B
C1540832538,1,38167.0,9e-06,0,22.77,B
C2039926996,1,38326.82,2.3e-05,0,22.77,B
C1744457797,1,38307.58,0.000102,0,22.77,B
C1455659337,1,68814.9,2.1e-05,0,22.76,B
C591589887,1,37872.44,0.000125,0,22.76,B
C839404033,1,37887.08,2.6e-05,0,22.76,B
C2092059281,1,37836.53,0.000151,0,22.76,B
C233309087,1,68513.25,2.8e-05,0,22.76,B
C1402400433,1,36991.08,0.000746,0,22.76,B
C1825656946,1,984994.76,0.000294,0,22.75,B
C831656273,1,37699.34,3.9e-05,0,22.75,B
C1833239242,1,105095.1,1.8e-05,0,22.75,B
C771192427,1,198259.74,4e-05,0,22.75,B
C2097361633,1,37554.62,0.000183,0,22.75,B
C410065222,1,263867.55,5.5e-05,0,22.74,B
C106629049,1,143860.77,2.6e-05,0,22.74,B
C1760622380,1,37493.87,2.4e-05,0,22.74,B
C1430104337,1,36563.86,0.000555,0,22.73,B
C2122615530,1,197165.91,4.6e-05,0,22.73,B
C1538086235,1,37311.65,3.5e-05,0,22.73,B
C292880130,1,37190.91,2.9e-05,0,22.73,B
C1447663489,1,67316.99,3e-06,0,22.73,B
C117706097,1,36977.71,9e-06,0,22.72,B
C860422228,1,196034.13,8.9e-05,0,22.72,B
C1771965424,1,103759.56,0.000114,0,22.71,B
C1043260983,1,36753.81,3.6e-05,0,22.71,B
C1496323398,1,36773.05,1.5e-05,0,22.71,B
C1890638994,1,376400.31,1.4e-05,0,22.71,B
C646445398,1,36860.96,2.6e-05,0,22.71,B
C2115368148,1,66548.43,0.000148,0,22.71,B
C499774893,1,32925.72,0.002998,0,22.7,B
C15892131,1,36651.07,3.7e-05,0,22.7,B
C493944943,1,66312.08,3e-06,0,22.7,B
C343446206,1,914938.38,0.000115,0,22.7,B
C2120063568,1,36437.06,3e-05,0,22.69,B
C765329253,1,36251.27,7.6e-05,0,22.69,B
C785306763,1,36349.35,2e-06,0,22.69,B
C947069810,1,85070.76,0.007655,0,22.69,B
C1826737155,1,36312.69,5e-06,0,22.68,B
C2126894049,1,36082.25,3e-05,0,22.68,B
C316731851,1,365254.36,0.000564,0,22.68,B
C729005419,1,36228.33,5e-06,0,22.68,B
C35419258,1,896122.8,4.1e-05,0,22.68,B
C902556500,1,35236.35,0.000627,0,22.68,B
C1845760645,1,194008.39,1.5e-05,0,22.68,B
C271696288,1,259080.76,6e-06,0,22.68,B
C839771540,1,35902.49,1.8e-05,0,22.67,B
C1280441498,1,874562.86,2.5e-05,0,22.67,B
C427354807,1,35458.8,7.2e-05,0,22.66,B
C708613859,1,193161.04,7.8e-05,0,22.66,B
C649630909,1,855931.4,2.9e-05,0,22.66,B
C329097750,1,35499.54,1e-05,0,22.66,B
C288306765,1,367768.4,1.9e-05,0,22.66,B
C1053106531,1,837439.12,3.4e-05,0,22.65,B
C1947666055,1,256481.7,7.2e-05,0,22.65,B
C1713994595,1,65006.66,4e-06,0,22.65,B
C1312556583,1,35279.33,7e-06,0,22.65,B
C238467882,1,34784.78,0.000366,0,22.64,B
C117859171,1,34936.53,0.000138,0,22.64,B
C1290698656,1,361980.67,9.2e-05,0,22.64,B
C1872905355,1,254710.92,0.000382,0,22.64,B
C1071783182,1,35015.29,1.8e-05,0,22.64,B
C356347252,1,26862.79,0.00844,0,22.63,B
C1954507866,1,34407.36,0.000429,0,22.63,B
C504478805,1,34918.59,6.2e-05,0,22.63,B
C2115597658,1,255232.66,3.4e-05,0,22.63,B
C1278790934,1,34885.44,2.3e-05,0,22.63,B
C1348115836,1,100198.77,5.7e-05,0,22.62,B
C1513124396,1,63853.6,6.6e-05,0,22.62,B
C1280641161,1,34729.64,3e-05,0,22.62,B
C1334198737,1,34866.59,7e-06,0,22.62,B
C1088170718,1,34511.23,3.2e-05,0,22.61,B
C207766759,1,34594.65,1.3e-05,0,22.61,B
C1967400458,1,34389.04,1.9e-05,0,22.6,B
C635288507,1,34390.85,3e-06,0,22.6,B
C1292769946,1,34325.53,0.000114,0,22.6,B
C2000688092,1,32087.48,0.002,0,22.58,B
C413168155,1,137497.97,1e-05,0,22.58,B
C1358847474,1,33975.45,7.2e-05,0,22.58,B
C656704934,1,33919.56,6.4e-05,0,22.58,B
C900682460,1,33985.61,2.1e-05,0,22.58,B
C645794976,1,252322.27,8e-06,0,22.58,B
C537536188,1,33782.98,1e-05,0,22.57,B
C941557161,1,351726.3,1e-05,0,22.56,B
C1032122643,1,25900.29,0.008538,0,22.56,B
C1741892180,1,186350.94,0.000171,0,22.56,B
C1283634655,1,33459.4,6.2e-05,0,22.56,B
C990684641,1,33349.84,1.1e-05,0,22.55,B
C800040885,1,33416.51,6.9e-05,0,22.55,B
C33389111,1,32907.19,0.000537,0,22.55,B
C2134545149,1,135998.76,9e-06,0,22.55,B
C1113003583,1,185715.77,2.5e-05,0,22.54,B
C807240950,1,33244.29,1.5e-05,0,22.54,B
C2126842086,1,135550.07,4.1e-05,0,22.54,B
C344410717,1,128823.03,0.036679,0,22.54,B
C1868914109,1,249043.84,6e-05,0,22.54,B
C1335061928,1,681093.57,0.000144,0,22.54,B
C375074687,1,33269.25,1.5e-05,0,22.54,B
C207517334,1,33051.37,2.8e-05,0,22.53,B
C21964111,1,185530.93,1e-05,0,22.53,B
C96594432,1,33025.94,5.7e-05,0,22.53,B
C4677559,1,33031.47,3.8e-05,0,22.53,B
C2028036437,1,60503.37,4e-06,0,22.52,B
C635379732,1,33019.3,4e-06,0,22.52,B
C631766751,1,32969.34,2.4e-05,0,22.52,B
C1981943537,1,60660.98,2.3e-05,0,22.52,B
C1566238378,1,27241.79,0.006101,0,22.52,B
C518757980,1,32923.07,4.9e-05,0,22.52,B
C202453803,1,32876.85,3.9e-05,0,22.51,B
C1590404373,1,32726.88,4e-05,0,22.51,B
C635236790,1,134175.79,2.7e-05,0,22.51,B
C976156057,1,247066.24,2.7e-05,0,22.51,B
C906838480,1,247480.23,1.1e-05,0,22.51,B
C794042208,1,32605.51,2.3e-05,0,22.5,B
C14926701,1,32013.7,0.000808,0,22.5,B
C553759818,1,32702.61,1.7e-05,0,22.5,B
C1936634530,1,32512.41,5.2e-05,0,22.49,B
C68439370,1,32542.48,2e-05,0,22.49,B
C1648090182,1,59416.73,6.3e-05,0,22.49,B
C1924999281,1,94578.73,4.8e-05,0,22.49,B
C592108514,1,32532.12,8.7e-05,0,22.49,B
C1968444456,1,32500.9,0.000125,0,22.49,B
C1276365319,1,183088.01,2.8e-05,0,22.49,B
C1122233828,1,32325.24,0.000121,0,22.48,B
C1020021920,1,32379.76,2.7e-05,0,22.48,B
C1190031379,1,626070.45,6.1e-05,0,22.48,B
C588985851,1,242047.69,0.000586,0,22.48,B
C298419544,1,621032.74,3.6e-05,0,22.48,B
C1878583108,1,32420.54,2.9e-05,0,22.48,B
C182203204,1,32168.72,9e-06,0,22.47,B
C293474277,1,94038.9,3e-06,0,22.47,B
C1489504599,1,32078.13,0.000218,0,22.47,B
C1538984485,1,32185.19,3.7e-05,0,22.47,B
C2116299597,1,32132.45,2.3e-05,0,22.46,B
C990722659,1,58046.34,6.3e-05,0,22.46,B
C282850912,1,608716.97,0.000123,0,22.46,B
C1558129795,1,31980.86,6.1e-05,0,22.45,B
C1471404137,1,32064.62,3.6e-05,0,22.45,B
C1928572105,1,32012.74,5.5e-05,0,22.45,B
C820587705,1,132355.33,7.2e-05,0,22.44,B
C1582406355,1,31898.13,7.2e-05,0,22.44,B
C2111247080,1,31922.09,4.2e-05,0,22.44,B
C1792086750,1,31963.29,4.4e-05,0,22.44,B
C2127481101,1,31958.09,7e-06,0,22.44,B
C1548535364,1,31891.69,0.000129,0,22.44,B
C1558127130,1,31416.69,0.00026,0,22.43,B
C1144897090,1,31646.31,3.1e-05,0,22.43,B
C121286266,1,132163.7,4e-06,0,22.43,B
C1515730720,1,29762.68,0.001703,0,22.43,B
C1517105378,1,31876.77,6.7e-05,0,22.43,B
C407404434,1,31159.89,0.000317,0,22.43,B
C145105559,1,31657.28,4.9e-05,0,22.43,B
C1539947037,1,179253.24,3e-06,0,22.42,B
C1510527745,1,31211.8,0.000184,0,22.42,B
C747870628,1,25674.03,0.006674,0,22.42,B
C1946464242,1,31337.01,3.6e-05,0,22.42,B
